Code,Description of Goods
29.07.29.00-00,Phenols; phenol-alcohols. - Polyphenols; phenol-alcohols: - Other
00.00.29.08,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols."
29.08.11.00-00,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols. - Derivatives containing only halogen substituents and their salts: - Pentachlorophenol (ISO)"
29.08.19.00-00,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols. - Derivatives containing only halogen substituents and their salts: - Other"
29.08.91.00-00,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols. - Other: - Dinoseb (ISO) and its salts"
29.08.92.00-00,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols. - Other: - 4,6-Dinitro-o-cresol (DNOC (ISO)) and its salts"
29.08.99.00-00,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols. - Other: - Other"
00.00.29.09,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives."
29.09.11.00-00,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives: - Diethyl ether"
29.09.19.00-00,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives: - Other"
29.09.20.00-00,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives"
29.09.30.00,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives"
29.09.30.00-20,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives - Decabromodiphenyl ether"
29.09.30.00-90,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives - Other"
29.09.41.00-00,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives: - 2,2'-Oxydiethanol (diethylene glycol, digol)"
29.09.43.00-00,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives: - Monobutyl ethers of ethylene glycol or of diethylene glycol"
29.09.44.00-00,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives: - Other monoalkylethers of ethylene glycol or of diethylene glycol"
29.09.49.00,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives: - Other"
29.09.49.00-10,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives: - Other - Triethylene glycol"
29.09.49.00-90,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives: - Other - Other"
29.09.50.00-00,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives"
29.09.60.00-00,"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides (whether or not chemically defined), and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives"
00.00.29.10,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
29.10.10.00-00,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Oxirane (ethylene oxide)"
29.10.20.00-00,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Methyloxirane (propylene oxide)"
29.10.30.00-00,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives. - 1-Chloro-2,3-epoxypropane (epichlorohydrin)"
29.10.40.00-00,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Dieldrin (ISO, INN)"
29.10.50.00-00,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Endrin (ISO)"
29.10.90.00-00,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Other"
29.11.00.00-00,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
00.00.29.12,"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde."
29.12.11.00-00,"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde. - Acyclic aldehydes without other oxygen function: - Methanal (formaldehyde)"
29.12.12.00-00,"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde. - Acyclic aldehydes without other oxygen function: - Ethanal (acetaldehyde)"
29.12.19.00-00,"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde. - Acyclic aldehydes without other oxygen function: - Other"
29.12.21.00-00,"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde. - Cyclic aldehydes without other oxygen function: - Benzaldehyde"
29.12.29.00-00,"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde. - Cyclic aldehydes without other oxygen function: - Other"
29.12.41.00-00,"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde. - Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function: - Vanillin (4-hydroxy-3-methoxybenzaldehyde)"
29.12.42.00-00,"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde. - Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function: - Ethylvanillin (3-ethoxy-4-hydroxybenzaldehyde)"
29.12.49.00-00,"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde. - Aldehyde-alcohols, aldehyde-ethers, aldehyde-phenols and aldehydes with other oxygen function: - Other"
29.12.50.00-00,"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde. - Cyclic polymers of aldehydes"
29.12.60.00-00,"Aldehydes, whether or not with other oxygen function; cyclic polymers of aldehydes; paraformaldehyde. - Paraformaldehyde"
29.13.00.00-00,"Halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading 29.12."
00.00.29.14,"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives."
29.14.11.00-00,"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Acyclic ketones without other oxygen function: - Acetone"
29.14.12.00-00,"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Acyclic ketones without other oxygen function: - Butanone (methyl ethyl ketone)"
29.14.13.00-00,"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Acyclic ketones without other oxygen function: - 4-Methylpentan-2-one (methyl isobutyl ketone)"
29.14.19.00-00,"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Acyclic ketones without other oxygen function: - Other"
29.14.22.00-00,"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Cyclanic, cyclenic or cycloterpenic ketones without other oxygen function: - Cyclohexanone and methylcyclohexanones"
29.14.23.00-00,"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Cyclanic, cyclenic or cycloterpenic ketones without other oxygen function: - Ionones and methylionones"
29.14.29.00-00,"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Cyclanic, cyclenic or cycloterpenic ketones without other oxygen function: - Other"
29.14.31.00-00,"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Aromatic ketones without other oxygen function: - Phenylacetone (phenylpropan-2-one)"
29.14.39.00-00,"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Aromatic ketones without other oxygen function: - Other"
29.14.40.00-00,"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Ketone-alcohols and ketone-aldehydes"
29.14.50.00-00,"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Ketone-phenols and ketones with other oxygen function"
29.14.61.00-00,"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Quinones: - Anthraquinone"
29.14.62.00-00,"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Quinones: - Coenzyme Q10 (ubidecarenone (INN))"
29.14.69.00-00,"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Quinones: - Other"
29.14.71.00-00,"Ketones and quinones, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives. - Halogenated, sulphonated, nitrated or nitrosated derivatives: - Chlordecone (ISO)"
